year_month,nuts3_id,nuts3_name,nuts2_id,nuts2_name,period,spei_01,spei_03,spei_06,spei_09,spei_12,spei_24,spi_01,spi_03,spi_06,spi_09,spi_12,spi_24,soil_moisture_anom,cdd_days,has_impact_lag1,month_sin,month_cos,year,crop_cover_fraction,tree_cover_fraction,water_cover_fraction,population_fraction,elevation_mean,elevation_std,soil_brikgronden,soil_dikke_eerdgronden,soil_gedefinieerde_associaties,soil_kalkhoudende_zandgronden,soil_kalkloze_zandgronden,soil_kalksteen_verweringsgronden,soil_keileemgronden,soil_leemgronden,soil_moerige_gronden,soil_niet_gerijpte_minerale_gronden,soil_oude_rivierkleigronden,soil_podzolgronden,soil_rivierkleigronden,soil_veengronden,soil_zeekleigronden,soil_zeer_oude_fluviatiele_afzettingen,soil_zeer_oude_mariene_afzettingen,soil_dominant_fraction,Crop Failure & Yield Reduction_lag1,Reservoir & Surface Water Shortage_lag1,Freshwater Ecosystem Degradation_lag1,Groundwater Depletion_lag1,Water Use Restrictions_lag1,Forest Dieback & Vegetation Stress_lag1,Agricultural Economic Loss_lag1,Irrigation Shortage_lag1,Water Supply & Sanitation Issues_lag1,Wildfire Occurrence_lag1,has_impact_h0,has_impact_h1,has_impact_h2,has_impact_h3,Crop Failure & Yield Reduction_h0,Crop Failure & Yield Reduction_h1,Crop Failure & Yield Reduction_h2,Crop Failure & Yield Reduction_h3,Reservoir & Surface Water Shortage_h0,Reservoir & Surface Water Shortage_h1,Reservoir & Surface Water Shortage_h2,Reservoir & Surface Water Shortage_h3,Freshwater Ecosystem Degradation_h0,Freshwater Ecosystem Degradation_h1,Freshwater Ecosystem Degradation_h2,Freshwater Ecosystem Degradation_h3,Groundwater Depletion_h0,Groundwater Depletion_h1,Groundwater Depletion_h2,Groundwater Depletion_h3,Water Use Restrictions_h0,Water Use Restrictions_h1,Water Use Restrictions_h2,Water Use Restrictions_h3,Forest Dieback & Vegetation Stress_h0,Forest Dieback & Vegetation Stress_h1,Forest Dieback & Vegetation Stress_h2,Forest Dieback & Vegetation Stress_h3,Agricultural Economic Loss_h0,Agricultural Economic Loss_h1,Agricultural Economic Loss_h2,Agricultural Economic Loss_h3,Irrigation Shortage_h0,Irrigation Shortage_h1,Irrigation Shortage_h2,Irrigation Shortage_h3,Water Supply & Sanitation Issues_h0,Water Supply & Sanitation Issues_h1,Water Supply & Sanitation Issues_h2,Water Supply & Sanitation Issues_h3,Wildfire Occurrence_h0,Wildfire Occurrence_h1,Wildfire Occurrence_h2,Wildfire Occurrence_h3
2018-01-01,NL111,Oost-Groningen,NL11,Groningen,development,0.816174159447352,0.7280354350805283,0.5997255444526672,0.8835146129131317,0.8336856067180634,0.03170961118303239,0.8112403353055319,0.7717267473538717,0.6698897182941437,0.9978857934474945,0.9454463422298431,0.11022482812404633,0.5772916197344876,4.0,0,0.49999999999999994,0.8660254037844387,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-02-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.8527494482696056,0.46247130384047824,0.3239644318819046,0.783481627702713,0.5325897336006165,-0.3250035345554352,-0.8197613240530094,0.48895780245463055,0.3227605074644089,0.8250444829463959,0.6022710204124451,-0.3048492968082428,0.14632113701056526,14.666666666666666,0,0.8660254037844386,0.5000000000000001,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-03-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.7903329858866831,-0.42103466888268787,-0.06947552040219307,0.5369187593460083,0.5300497710704803,-0.320450097322464,-0.7704823650419712,-0.36299435049295425,0.005864209495484829,0.5267745852470398,0.4991948753595352,-0.3280736804008484,-1.0792178934898928,7.111111111111111,0,1.0,6.123233995736766e-17,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-04-01,NL111,Oost-Groningen,NL11,Groningen,development,0.25556010046663385,-0.7808563063542048,0.21343698725104332,0.3825959712266922,0.6265043318271637,-0.4220636636018753,0.5703401130934557,-0.5654892722765604,0.42548802495002747,0.45631176233291626,0.7759065926074982,-0.31691691279411316,-0.14352057609653127,7.111111111111111,0,0.8660254037844387,-0.4999999999999998,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0
2018-05-01,NL111,Oost-Groningen,NL11,Groningen,development,-0.36725716417034465,-0.7499936521053314,-0.43297357857227325,0.02785661816596985,0.4720575213432312,-0.5796900987625122,0.15551729003588358,-0.08296312515934308,0.10490687191486359,0.2840767428278923,0.7405488193035126,-0.38007424771785736,0.0330266686210382,12.444444444444445,0,0.49999999999999994,-0.8660254037844387,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0
2018-06-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.041095236937205,-0.7150293762485186,-1.1550543308258057,-0.7352001368999481,-0.04027595743536949,-1.104983627796173,-0.626455424974362,-0.014595893522103628,-0.7187943160533905,-0.29788346588611603,0.2677345275878906,-0.9035212695598602,-0.8821572837406312,8.333333333333334,0,1.2246467991473532e-16,-1.0,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0
2018-07-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.8315694332122803,-1.9413592616717021,-2.1451064348220825,-1.4975455403327942,-1.088215410709381,-1.5618352890014648,-3.0777316093444824,-1.8877528707186382,-2.3007164001464844,-1.147315502166748,-0.7073926031589508,-1.3161709308624268,-2.541159527025361,18.22222222222222,0,-0.4999999999999997,-0.8660254037844388,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0.0,0.0,0.0
2018-08-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.6199005246162415,-2.1363658905029297,-2.079635739326477,-1.756393849849701,-1.3808944821357727,-1.6665756106376648,-1.6798818409442902,-2.931284705797831,-2.3774064779281616,-1.463342308998108,-1.0024553835391998,-1.3725491762161255,-3.4972996262536533,8.0,1,-0.8660254037844385,-0.5000000000000004,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,0,0,0,0,0,0,0,0,1,0,1,1.0,0.0,1.0,1,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-09-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.0418661832809448,-2.2174132664998374,-2.5656498670578003,-2.1342225074768066,-1.7272699475288391,-1.479699432849884,-0.956784317890803,-3.135046203931173,-2.665079355239868,-2.159363269805908,-1.5949655175209045,-1.2092737555503845,-3.7884925897570625,6.0,1,-1.0,-1.8369701987210297e-16,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,1,0,0,0,0,0,1,0,1,0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2018-10-01,NL111,Oost-Groningen,NL11,Groningen,development,-1.8107640743255615,-2.0407355229059854,-2.8690683841705322,-2.447583556175232,-1.9965834021568298,-1.6171422600746155,-1.5433022379875183,-2.226408362388611,-3.655025601387024,-3.1734832525253296,-1.9591860175132751,-1.3109338879585266,-4.792884842209194,18.444444444444443,1,-0.8660254037844386,0.5000000000000001,2018,0.8330203516349381,0.03239360578390179,0.027616722612145254,0.00886539563675484,2.912997245788574,4.280665874481201,0.0,0.0009903452993319786,0.007775760479820425,0.0,0.11192972823594641,0.0,0.0025133960878448874,0.0,0.17668156416219769,0.005278540242893412,0.0,0.3933586572340902,0.0,0.036936882369175306,0.26453512588869965,0.0,0.0,0.3933586572340902,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
